Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-24 00:00:00-04:00,228.23124345357456,228.3751715285235,225.80355897799103,225.93789672851562,25620100,0.0,0.0
2021-03-25 00:00:00-04:00,225.78439488259968,227.35807216690534,222.20524138776594,222.944091796875,34061900,0.0,0.0
2021-03-26 00:00:00-04:00,222.18603456103727,227.13736575038837,222.18603456103727,226.91665649414062,25479900,0.0,0.0
2021-03-29 00:00:00-04:00,227.02217262899796,227.2236865610609,222.50265570204917,225.72677612304688,25227500,0.0,0.0
2021-03-30 00:00:00-04:00,224.0859913699217,224.393057523598,221.75426816253747,222.47393798828125,24792000,0.0,0.0
2021-03-31 00:00:00-04:00,223.49104090390196,229.4307174616961,222.99206578776494,226.23538208007812,43623500,0.0,0.0
2021-04-01 00:00:00-04:00,228.82618977966163,233.01946074415613,228.42317648565304,232.54928588867188,30338000,0.0,0.0
2021-04-05 00:00:00-04:00,232.94269441038907,239.85153557551078,232.88512317429942,238.99752807617188,36910600,0.0,0.0
2021-04-06 00:00:00-04:00,237.59655114205796,239.31415636924692,236.89607673963405,237.83644104003906,22931900,0.0,0.0
2021-04-07 00:00:00-04:00,237.7884540717137,240.7822752368662,237.1935318252326,239.79393005371094,22719800,0.0,0.0
2021-04-08 00:00:00-04:00,242.54789934961562,243.8624913984209,241.80903431175963,243.00848388671875,23625200,0.0,0.0
2021-04-09 00:00:00-04:00,242.64382830209405,245.63766417265026,242.2312247073296,245.50332641601562,24326800,0.0,0.0
2021-04-12 00:00:00-04:00,244.40941406195913,247.2497167100151,244.32304257664887,245.56088256835938,27148700,0.0,0.0
2021-04-13 00:00:00-04:00,246.85636601045005,248.70830941511753,246.44373303686967,248.03660583496094,23837500,0.0,0.0
2021-04-14 00:00:00-04:00,247.06738087814637,248.36276272541812,244.84119589773917,245.25379943847656,23070900,0.0,0.0
2021-04-15 00:00:00-04:00,247.49916091109114,249.41827980334187,247.30726659192428,249.00567626953125,25627500,0.0,0.0
2021-04-16 00:00:00-04:00,248.9769720639996,250.44509732525836,247.1825999983989,250.1956024169922,24878600,0.0,0.0
2021-04-19 00:00:00-04:00,249.6678933472434,250.9057338206994,247.39374106391458,248.27651977539062,23209300,0.0,0.0
2021-04-20 00:00:00-04:00,247.39366362481238,249.67742016300645,246.45328467278097,247.8158721923828,19722900,0.0,0.0
2021-04-21 00:00:00-04:00,248.4683450570387,250.13796925520947,246.8466871216118,250.04200744628906,24030400,0.0,0.0
2021-04-22 00:00:00-04:00,249.68702951310874,251.19354531946155,245.30184915421924,246.76998901367188,25606200,0.0,0.0
2021-04-23 00:00:00-04:00,247.45130010895272,250.93450706818163,246.8659533699741,250.58905029296875,21462600,0.0,0.0
2021-04-26 00:00:00-04:00,251.07845195033016,251.8269075159041,249.64871704154723,250.97288513183594,19763300,0.0,0.0
2021-04-27 00:00:00-04:00,251.0016273911271,252.5465338213757,249.60067835062966,251.37586975097656,31014200,0.0,0.0
2021-04-28 00:00:00-04:00,245.72397701053836,246.16539545227755,242.72056581581106,244.2654571533203,46903100,0.0,0.0
2021-04-29 00:00:00-04:00,245.12911354726194,245.74323113487725,238.93035179332017,242.29840087890625,40589000,0.0,0.0
2021-04-30 00:00:00-04:00,239.64040697084403,242.84533234959014,239.5060692196905,241.98171997070312,30945100,0.0,0.0
2021-05-03 00:00:00-04:00,243.1524133181081,244.0640067134721,240.96461845267157,241.67469787597656,19626600,0.0,0.0
2021-05-04 00:00:00-04:00,240.82066360194878,241.05096316703924,235.8213518591053,237.76925659179688,32756100,0.0,0.0
2021-05-05 00:00:00-04:00,238.9879262904949,239.41013488306382,235.87896236652082,236.50267028808594,21901300,0.0,0.0
2021-05-06 00:00:00-04:00,236.48347435623583,239.7555762980852,234.79465463224184,239.63082885742188,26491100,0.0,0.0
2021-05-07 00:00:00-04:00,241.95295146590863,244.0160134266029,241.01258714133363,242.25042724609375,27032900,0.0,0.0
2021-05-10 00:00:00-04:00,240.72472211515404,241.54994399092692,237.126373466444,237.18394470214844,29299900,0.0,0.0
2021-05-11 00:00:00-04:00,234.6603010402085,236.62740113121535,232.76037714863403,236.27235412597656,33641600,0.0,0.0
2021-05-12 00:00:00-04:00,232.37653406692775,234.49716711113675,228.44234870372256,229.33473205566406,36684400,0.0,0.0
2021-05-13 00:00:00-04:00,232.02152794835033,235.66785757262463,231.65689059340738,233.2017822265625,29624300,0.0,0.0
2021-05-14 00:00:00-04:00,235.6486247470301,239.10303017636681,235.56226790568283,238.11468505859375,23901100,0.0,0.0
2021-05-17 00:00:00-04:00,236.57943823986372,236.6178141840923,233.67197362740927,235.26483154296875,24970200,0.0,0.0
2021-05-18 00:00:00-04:00,236.31076887083617,236.445106641719,233.07704276033246,233.24977111816406,20168000,0.0,0.0
2021-05-19 00:00:00-04:00,230.16243607762956,233.93259335141164,229.47958385849037,233.82679748535156,25739800,0.56,0.0
2021-05-20 00:00:00-04:00,234.63473195533908,238.4722063912413,234.53854854557304,237.0583953857422,21800700,0.0,0.0
2021-05-21 00:00:00-04:00,238.10671616214,238.83766010110827,235.38489032383154,235.79844665527344,21863100,0.0,0.0
2021-05-24 00:00:00-04:00,238.31830198996036,241.55949482361876,238.04900607225056,241.1940155029297,21411500,0.0,0.0
2021-05-25 00:00:00-04:00,242.14615993513493,243.08869557539978,241.2324763784631,242.0980682373047,17704300,0.0,0.0
2021-05-26 00:00:00-04:00,241.81915798529013,243.27144808873797,241.16515782189026,241.8768768310547,17771600,0.0,0.0
2021-05-27 00:00:00-04:00,241.56909978446225,241.86724777869244,239.72249297377158,239.7801971435547,24426200,0.0,0.0
2021-05-28 00:00:00-04:00,241.40559779033563,242.44431686460024,240.0206390246495,240.13604736328125,18270200,0.0,0.0
2021-06-01 00:00:00-04:00,241.62680800038572,241.68451217113508,237.5200379764385,237.94320678710938,23213300,0.0,0.0
2021-06-02 00:00:00-04:00,238.64529057633396,239.7417137426011,236.4428170992417,237.84701538085938,19406700,0.0,0.0
2021-06-03 00:00:00-04:00,235.84656534581532,236.92374910031265,233.71142277848813,236.31784057617188,25307700,0.0,0.0
2021-06-04 00:00:00-04:00,238.28946553877864,242.0307712219281,238.0490216910813,241.20364379882812,25281100,0.0,0.0
2021-06-07 00:00:00-04:00,240.42459870903608,244.3774959981243,240.2610986600382,244.1082000732422,23079200,0.0,0.0
2021-06-08 00:00:00-04:00,245.40658282034158,246.22409767473246,242.85786953493397,242.91558837890625,22455000,0.0,0.0
2021-06-09 00:00:00-04:00,244.10821346748003,245.76246833996902,243.53115702915264,243.89662170410156,17937600,0.0,0.0
2021-06-10 00:00:00-04:00,244.56983971513966,247.6186657190944,243.97354371278735,247.40707397460938,24563600,0.0,0.0
2021-06-11 00:00:00-04:00,248.12839586874716,248.609283510247,246.80114128203925,248.03224182128906,18999700,0.0,0.0
2021-06-14 00:00:00-04:00,248.04181221008912,250.01346893302807,246.98385364546934,249.9557647705078,19150500,0.0,0.0
2021-06-15 00:00:00-04:00,249.84040565379067,250.05199743324715,247.8302984244831,248.4842987060547,18038900,0.0,0.0
2021-06-16 00:00:00-04:00,249.4845237170654,250.6194116030859,244.69488651031241,247.541748046875,27220000,0.0,0.0
2021-06-17 00:00:00-04:00,246.2817780645063,251.74465405768584,246.22407390163147,250.92713928222656,27565500,0.0,0.0
2021-06-18 00:00:00-04:00,249.70571823499586,252.2736417712476,248.85935130058786,249.5133514404297,37202200,0.0,0.0
2021-06-21 00:00:00-04:00,249.88850826319074,253.44705987166952,248.06114075061433,252.59109497070312,26696100,0.0,0.0
2021-06-22 00:00:00-04:00,252.67763088322698,255.63028836599736,252.36985571508916,255.36099243164062,24694100,0.0,0.0
2021-06-23 00:00:00-04:00,255.82256045256418,256.63044804916365,254.32219358015837,255.1300811767578,19518700,0.0,0.0
2021-06-24 00:00:00-04:00,255.9860794323836,257.61148179657937,255.3224522256505,256.4958190917969,21446900,0.0,0.0
2021-06-25 00:00:00-04:00,256.05346352708113,257.0344638235641,254.6396525800899,254.8896942138672,25611100,0.0,0.0
2021-06-28 00:00:00-04:00,256.0150729392906,258.6214768375339,255.74577692048018,258.4483642578125,19590000,0.0,0.0
2021-06-29 00:00:00-04:00,258.5924670017017,261.266200611459,257.7365024233895,261.0257568359375,19937800,0.0,0.0
2021-06-30 00:00:00-04:00,260.3430182689333,260.98739143175976,259.2946864726012,260.54498291015625,21656500,0.0,0.0
2021-07-01 00:00:00-04:00,259.3042477069135,261.4490173838746,259.29464991177207,261.21820068359375,16725300,0.0,0.0
2021-07-02 00:00:00-04:00,262.3915341487316,267.3735229640247,262.0837590204918,267.0368957519531,26458000,0.0,0.0
2021-07-06 00:00:00-04:00,267.40236092120523,268.6911361826912,263.81492881537,267.0465087890625,31565600,0.0,0.0
2021-07-07 00:00:00-04:00,268.71999662413555,269.9606949040537,266.55600233060557,269.229736328125,23260000,0.0,0.0
2021-07-08 00:00:00-04:00,266.31562334882244,268.07568890593086,264.36322030721055,266.8157653808594,24618600,0.0,0.0
2021-07-09 00:00:00-04:00,265.18068409845046,267.4216076093967,264.79597985271084,267.3158264160156,23916700,0.0,0.0
2021-07-12 00:00:00-04:00,268.4891758346326,269.07584463447415,266.0077793129093,266.7195129394531,18931700,0.0,0.0
2021-07-13 00:00:00-04:00,266.91183033818885,272.03810834879346,266.7868242229715,270.2395935058594,26120100,0.0,0.0
2021-07-14 00:00:00-04:00,271.55732455253013,272.817248138477,269.82611100200353,271.7112121582031,23113700,0.0,0.0
2021-07-15 00:00:00-04:00,271.22070421622124,271.71121913746225,269.1336383650554,270.28778076171875,22604200,0.0,0.0
2021-07-16 00:00:00-04:00,271.28792181591155,273.2403241834957,268.7776734284187,270.01837158203125,26186800,0.0,0.0
2021-07-19 00:00:00-04:00,268.2679481392744,269.6529067683761,263.95921404966873,266.4213562011719,32935600,0.0,0.0
2021-07-20 00:00:00-04:00,267.40233775483614,270.22995898020264,265.7000063440737,268.6430358886719,26259700,0.0,0.0
2021-07-21 00:00:00-04:00,268.23914676268924,270.75899355414396,266.69070249429734,270.6435852050781,24364300,0.0,0.0
2021-07-22 00:00:00-04:00,272.99029182453523,275.4716884823561,272.58636264371466,275.202392578125,23384100,0.0,0.0
2021-07-23 00:00:00-04:00,276.38543282233957,278.9052800463373,275.5486927969269,278.5975341796875,22768100,0.0,0.0
2021-07-26 00:00:00-04:00,277.95308263976796,278.616709994847,275.6833068492784,278.00115966796875,23176100,0.0,0.0
2021-07-27 00:00:00-04:00,278.3666124668251,278.51087288872895,272.1343274321578,275.58709716796875,33604100,0.0,0.0
2021-07-28 00:00:00-04:00,277.943434405772,279.0590972753007,272.98067033830415,275.2793273925781,33566900,0.0,0.0
2021-07-29 00:00:00-04:00,275.29851304985465,277.58754263217537,275.144625501769,275.548583984375,18168300,0.0,0.0
2021-07-30 00:00:00-04:00,274.26951069995624,275.7025466900229,273.0576642728328,274.0194396972656,20944800,0.0,0.0
2021-08-02 00:00:00-04:00,275.41397422948273,275.8083056438092,272.89412751695914,273.932861328125,16267400,0.0,0.0
2021-08-03 00:00:00-04:00,274.51004887614937,276.2508606444211,273.14431438973133,276.1450500488281,17879000,0.0,0.0
2021-08-04 00:00:00-04:00,275.27933499379344,276.59696249430243,273.76934068765456,275.5582580566406,16191300,0.0,0.0
2021-08-05 00:00:00-04:00,275.9140841592982,278.55896605599236,275.1639006499143,278.4531555175781,13900200,0.0,0.0
2021-08-06 00:00:00-04:00,277.481777929583,278.4339260044122,276.62578389584934,278.39544677734375,16589300,0.0,0.0
2021-08-09 00:00:00-04:00,278.6744499389659,280.4056340911744,276.8086031288222,277.3087158203125,16117600,0.0,0.0
2021-08-10 00:00:00-04:00,277.7607120388484,278.1935226909762,274.2983442260447,275.4909362792969,18616600,0.0,0.0
2021-08-11 00:00:00-04:00,276.23148694196493,277.62607292416914,274.9330843638876,275.9814453125,13955900,0.0,0.0
2021-08-12 00:00:00-04:00,275.6737082598213,278.8860348144574,275.3947851546205,278.7321472167969,14561300,0.0,0.0
2021-08-13 00:00:00-04:00,278.41470593926334,281.70396081045175,278.2415640899501,281.6558837890625,18249000,0.0,0.0
2021-08-16 00:00:00-04:00,281.98291302988906,283.55061152329273,278.93407230117066,283.3390197753906,22507600,0.0,0.0
2021-08-17 00:00:00-04:00,281.21347728086533,282.21370240044297,279.953524710054,281.8770751953125,20075300,0.0,0.0
2021-08-18 00:00:00-04:00,281.4145875343293,284.09344038644264,279.7089674078397,280.1522521972656,21813000,0.56,0.0
2021-08-19 00:00:00-04:00,278.1864643546096,286.6470164928712,278.13829528997536,285.97247314453125,29850500,0.0,0.0
2021-08-20 00:00:00-04:00,288.81512041303324,294.71244831740665,287.21551359465093,293.2862854003906,40817600,0.0,0.0
2021-08-23 00:00:00-04:00,292.21670814145693,294.2884777670295,290.8676509020545,293.5657653808594,22830200,0.0,0.0
2021-08-24 00:00:00-04:00,293.9222928481988,294.5293759454758,291.0121816186196,291.609619140625,18175800,0.0,0.0
2021-08-25 00:00:00-04:00,293.22854211359436,293.50799918306285,289.4897341208387,291.0218811035156,20006100,0.0,0.0
2021-08-26 00:00:00-04:00,290.03893440127865,291.426544578333,288.0731778231543,288.20806884765625,17666100,0.0,0.0
2021-08-27 00:00:00-04:00,288.1117043575675,289.9233081860537,286.0302890699818,288.8151550292969,22605700,0.0,0.0
2021-08-30 00:00:00-04:00,290.1642382786574,293.15145574767917,290.106423632768,292.54437255859375,16348100,0.0,0.0
2021-08-31 00:00:00-04:00,293.34420103292587,293.4212774277083,290.53042740378993,290.8966064453125,26285300,0.0,0.0
2021-09-01 00:00:00-04:00,291.8505888037755,294.0861866329376,290.5207930363041,290.8484191894531,18983800,0.0,0.0
2021-09-02 00:00:00-04:00,291.2048996220678,292.3226688129112,289.2583755946985,290.1930847167969,16285600,0.0,0.0
2021-09-03 00:00:00-04:00,290.03896669123856,291.5904047928127,289.3355453558773,290.18353271484375,14747900,0.0,0.0
